Grow Factor;Percentage Apparitions;Expected Iterations
1.000000;10;100





Iteration;Rows;Columns;Clocks;Ticks;Matrix A;Matrix B
6;6;205;1;------i---+--i--+---i------i------i------;-+--+-i---+--i----+-i----+-i------i----++
6;6;601;5;-+----i--++--i------i---+--i+-----i----+-;------i----+-i------i-----+i------i-----+
6;6;178;1;------i------i---+-+i------i------i-----+;------i------i------i------i------i------
6;6;178;1;------i------i---+--i++----i----+-i------;-+----i-+----i-----+i------i-+----i------
6;6;178;1;----+-i-+---+i------i----+-i--+--+i------;+-----i------i------i------i------i------
6;6;354;3;+-----i------i------i-----+i-----+i-----+;-+----i------i+-----i-----+i------i------
6;6;175;1;------i------i------i------i------i--+---;------i------i----+-i------i------i------
6;6;196;1;-----+i------i--+---i------i------i---+--;------i------i------i--+-+-i------i-+----
6;6;276;3;------i-+-+--i------i+---+-i+--+--i-+----;------i------i------i+-----i------i----+-
6;6;182;1;------i------i--+---i------i-+--+-i------;+-----i--+---i------i------i---+--i-+---+
6;6;183;3;----+-i------i------i-+--+-i-----+i---+--;----+-i+-----i------i------i------i---+--
6;6;107;1;+-----i--+-+-i------i------i-+----i----+-;------i------i------i-+-+--i------i------
6;6;108;1;-----+i-----+i+-----i------i--+---i------;------i---++-i------i------i+-----i------
6;6;231;3;--+---i--+---i--+---i------i----+-i------;------i------i---+--i------i-+--+-i---+--
6;6;120;1;------i------i------i------i------i------;------i--+---i+-+---i--+-+-i-----+i------
6;6;184;3;--+---i--+---i---+--i------i------i------;------i------i------i------i------i------
6;6;191;3;------i------i------i+--+-+i+---+-i------;---+--i------i---+--i------i------i++----
6;6;121;1;------i------i----+-i+-----i---+--i---+--;--+---i------i------i------i------i------
6;6;123;1;--+---i------i-----+i--++--i------i-----+;------i------i----+-i--+---i------i-----+
6;6;120;1;------i------i-+----i------i-+----i------;-----+i------i------i---+--i---+--i---+--
6;6;356;6;+-+--+i-+----i--+---i-+----i------i--+-+-;------i------i------i------i------i------
6;6;288;3;---+--i--++--i--+---i------i-+----i-----+;------i---+--i-----+i--+---i------i--+---
6;6;176;3;------i------i-+----i---+--i-+----i------;-+---+i--+---i------i-++---i---+--i-----+
6;6;108;1;+-----i------i------i---+--i------i------;-----+i+-----i---+--i------i------i-++---
6;6;184;3;------i------i+-----i+-----i--+---i------;------i------i-+----i-+----i-+----i--+---
6;6;120;1;-+----i------i------i-----+i--+---i------;--+++-i------i------i-----+i------i-----+
6;6;179;3;------i------i------i---+--i------i---+-+;------i+-----i------i-----+i-+----i+-----
6;6;177;3;-+-+--i------i---+--i-+--+-i------i+-----;------i------i------i------i------i------
6;6;390;4;---+-+i----+-i---+-+i------i-+-+--i------;+--+-+i+-----i------i------i-----+i-++-+-
6;6;105;1;------i------i------i-+----i------i------;------i++----i--+---i------i------i-+----
6;6;118;1;------i---+--i-+----i------i+----+i------;------i------i----+-i------i--+---i------
6;6;122;1;------i----+-i----+-i------i---+--i------;--+---i-+----i----+-i----++i------i-+----
6;6;135;1;-----+i------i----+-i------i------i--+---;--+---i---+--i+-----i--+---i--+-+-i----+-
6;6;175;3;--+---i-----+i----+-i----+-i-+----i--+---;-+---+i---+--i------i-----+i-+----i---+--
6;6;104;1;-+--+-i------i------i------i----+-i------;------i----++i------i------i---++-i---+--
6;6;173;3;+-----i+-----i-+----i------i------i------;-+--++i--+---i-+----i-+----i----+-i----+-
6;6;110;1;----+-i-+----i--+---i------i+-----i----+-;------i------i------i----+-i------i------
6;6;118;1;---+--i---+--i------i------i------i------;------i+-----i------i---+--i-+----i------
6;6;111;1;-+----i------i-----+i------i------i-+----;-+----i------i---+--i----+-i+-----i+-----
6;6;106;1;------i------i---+--i-----+i------i---+--;------i------i--++--i-+----i-+----i------
6;6;105;1;------i---+--i-----+i------i---+--i------;-----+i------i------i-----+i------i------
6;6;107;1;-+----i--+---i------i------i+-----i------;---+-+i----+-i--+---i------i------i--+-+-
6;6;274;5;++---+i--+---i-+-+--i------i------i+--+--;+-+---i------i-----+i------i-+--+-i+-----
6;6;108;1;------i------i-+----i------i-+----i---+-+;------i+----+i------i------i------i----+-
6;6;107;1;------i------i------i------i------i+-----;------i------i----+-i------i------i+-----
6;6;212;3;------i-+---+i-----+i----+-i-+-+--i------;-----+i------i------i--+---i---+--i---+--
6;6;106;1;+----+i------i------i--+---i+-----i------;-+----i----++i------i---+--i---++-i+---+-
6;6;106;1;------i------i------i------i------i------;------i------i------i+-----i------i------
6;6;85;1;-----+i------i------i------i------i------;---+--i---+--i---+--i--+---i------i------
6;6;61;1;----+-i+-----i------i------i---+--i------;----+-i------i------i---+--i-+----i------
6;6;83;3;------i------i+---+-i---+--i-----+i------;+-----i---++-i------i------i------i---++-
6;6;55;1;------i---+--i------i------i+-----i----+-;------i------i------i------i---+--i------
6;6;89;3;-----+i-+---+i------i+-----i--+---i---++-;+-----i------i------i------i-+--+-i------
6;6;125;3;-++---i------i--+-+-i------i------i+-+---;-----+i------i---+--i--+---i------i------
6;6;65;1;------i------i------i-+----i-+----i------;-----+i-+--+-i+-----i-+----i------i-----+
6;6;64;1;--+---i--+---i------i-+----i------i---+-+;------i-+-+--i------i--++--i------i------
6;6;94;3;+---+-i-----+i-+----i-+----i+-----i------;------i------i-+----i+-+---i------i+-----
6;6;55;1;------i-----+i------i------i--+---i------;------i+----+i------i------i------i------
6;6;54;1;+----+i------i------i------i--+---i----+-;---+--i------i++----i------i------i+-----
