Grow Factor;Percentage Apparitions;Expected Iterations
1.100000;10;100





Iteration;Rows;Columns;Clocks;Ticks;Matrix A;Matrix B
8;5;197;1;-----i-----i-----i-----i-----i-----i----+i-----;+----i-----i--++-i-----i----+i-----i+----i--+--
8;5;203;1;-+--+i----+i-----i-----i-----i-----i-----i-----;---+-i-----i-----i--+-+i-----i-----i+----i-----
8;5;214;1;-----i-----i-----i+--+-i-----i--+--i-----i-----;--+--i--++-i-----i-----i-----i-----i-+---i-----
8;5;188;1;-----i-----i-----i-----i-----i-----i-+---i-----;-----i-----i-----i----+i+-+--i-----i-----i-----
8;5;186;1;---++i-+---i-----i-----i-----i+----i-----i-----;-+---i+----i---+-i-+---i-----i+----i-----i---+-
8;5;1064;9;-----i---+-i---++i++---i-----i+----i--+-+i-----;-----i-----i-----i---+-i-----i-----i---+-i-+---
8;5;230;1;++-+-i-----i-----i+----i--+--i-----i-----i+----;---+-i-----i-----i----+i-+--+i-----i-----i+----
8;5;185;1;-----i+----i-----i-+---i-----i-----i-----i-----;-----i-----i----+i-+---i-----i-----i-----i-+---
8;5;226;1;-+---i--+--i-----i+----i-----i-+---i-----i-----;-----i-----i+--+-i-----i+----i-----i--+--i-+-+-
8;5;533;6;-+---i+--+-i-+---i+----i-----i-----i-----i-----;-+---i+-+--i-----i----+i-----i-----i----+i-----
8;5;189;1;-----i-----i-----i-----i-----i+----i---+-i----+;-----i-----i-----i-----i--+--i+----i---+-i-+---
8;5;193;1;-----i-----i-----i-----i-----i-----i-----i---+-;-----i-----i-----i-----i-----i-+--+i----+i-----
8;5;186;1;---+-i-----i-----i--+--i-----i---+-i---+-i-----;+----i----+i-----i----+i---++i+----i-----i-----
8;5;267;3;-+---i+----i--+--i-----i---+-i-----i----+i--+--;----+i----+i-----i+----i---+-i-----i-----i---++
8;5;185;1;-----i-----i--+--i-+---i-----i-----i-----i-----;-----i---+-i--+-+i-----i-----i----+i-----i-----
8;5;182;1;-----i-----i-----i-----i-+---i-----i-----i-----;-----i-----i-----i--+--i-----i-----i-----i----+
8;5;183;1;+----i---+-i+----i-----i-----i-----i+-+--i-----;-----i----+i-----i+---+i-----i-----i+--+-i---++
8;5;279;3;-----i----+i--+--i-----i-----i-+-+-i--+--i-----;-----i-----i-----i----+i-----i--+--i-----i-----
8;5;182;1;-----i-----i-----i-----i-----i----+i-----i+----;-----i-++--i----+i-----i-----i----+i-----i-----
8;5;203;1;-+-+-i-----i----+i-----i-----i-----i-----i-----;-----i----+i----+i-----i-----i-+---i---+-i-----
8;5;292;3;--++-i----+i-----i-+--+i-----i-----i++---i-----;-----i-----i-+---i-+---i-----i-+---i-----i+----
8;5;185;1;-----i-----i-----i-----i-----i---+-i-----i----+;-----i-----i----+i--+--i--+--i-----i+----i-----
8;5;179;1;-----i-----i-+---i-----i-+---i-----i-+---i-+---;-----i---+-i-----i+----i--+--i--++-i-----i-----
8;5;184;1;-----i-----i-----i-----i---+-i-----i---+-i-----;-----i+----i---+-i--+++i-----i----+i-----i-----
8;5;184;1;-----i-----i-----i--+--i---+-i-----i-----i-----;-----i-----i-----i-----i-----i++-+-i-----i-----
8;5;709;6;----+i----+i----+i-+-++i-----i-+--+i-----i-----;-+--+i--+--i-----i+----i-----i----+i--+--i+----
8;5;186;1;-----i-----i+----i-----i-----i-+---i-----i-+---;-----i-----i-----i-+---i--+--i-+---i-----i-----
8;5;181;1;-----i-----i-----i-----i+----i-----i---+-i--+--;-----i-----i-----i-----i-----i-----i---+-i-----
8;5;328;6;-----i-+-+-i--+-+i+----i-----i-----i-----i----+;-----i-----i--+--i-----i-----i+----i-----i-----
8;5;117;3;----+i---+-i-----i---+-i----+i-----i-+-+-i--+--;---+-i-----i+---+i-----i-----i--+--i-+---i-----
8;5;135;3;-----i-----i---++i-----i-+++-i-----i-+---i+----;-----i-----i-----i--+--i-----i-----i+----i-----
8;5;79;1;+-+--i----+i-----i-+---i-----i-----i-----i++---;-----i-----i-----i-----i---+-i-+---i----+i-----
8;5;73;1;-----i-----i-+---i-----i-----i-----i---+-i-----;-+---i-----i-----i-----i-----i-----i-+---i+----
8;5;80;1;----+i-----i-----i-----i-----i---+-i----+i-----;-----i----+i-----i-----i-----i-----i+----i-----
8;5;118;3;-+---i-----i+----i-----i+-+--i-----i-----i-----;-----i-----i-----i-----i----+i-----i-----i-+--+
8;5;84;1;-----i-----i---+-i-----i-----i-----i-----i+----;-----i-----i-----i-----i-----i-+---i+----i+----
8;5;80;1;-----i+----i-----i-----i-----i-----i-----i-----;-----i----+i-----i-----i-----i----+i-+---i++---
8;5;120;3;-+---i-+---i+----i-----i-+---i---+-i-----i-----;-----i++---i-----i-----i-----i-----i--+--i-----
8;5;119;3;-----i-----i-----i--+--i-----i---+-i---+-i--+--;-----i+--+-i-----i-----i-----i----+i+---+i-----
8;5;83;1;-----i-----i-----i-----i-----i----+i-----i+----;-----i----+i-----i---+-i-----i-----i-----i-----
8;5;80;1;-----i-+---i-----i-----i---+-i--+--i+----i---+-;-----i+----i--+--i-----i+----i-----i-+---i-----
8;5;228;5;-----i-----i-----i----+i--++-i-----i---+-i---+-;--+--i---+-i--+--i-----i-----i----+i-+--+i-----
8;5;85;1;-----i-----i-----i-++--i-----i-----i+----i---+-;-----i--+--i-----i-----i++---i-----i-----i-----
8;5;83;1;-----i-----i-----i-----i-----i-----i-----i-----;--+--i-----i-+---i--+--i-----i+----i----+i+----
8;5;84;1;-----i--+--i-----i-----i-----i-----i----+i----+;+----i-----i-----i--+--i-----i---+-i-----i----+
8;5;118;3;-----i-+---i-----i-----i-----i----+i-----i---++;-----i-----i+----i-----i-----i-----i--+--i---+-
8;5;215;6;-++--i--+--i-+---i+--+-i-----i---+-i-----i-----;-----i-----i-----i-----i-----i-----i-----i----+
8;5;69;1;+----i+----i-----i-----i-----i+----i---+-i+----;-----i++---i----+i-+---i-----i-----i-----i---++
