Grow Factor;Percentage Apparitions;Expected Iterations
1.000000;5;1





Iteration;Rows;Columns;Clocks;Ticks;Matrix A;Matrix B
40;10;2054;4;-------+--i----------i----------i----+---+-i----------i-+-+------i----------i++--------i----------i---+------i----------i-+--------i----------i-+--------i----------i----------i----------i-+--------i----------i--------+-i----------i----------i----------i----------i----------i----------i----------i----------i-----+----i----------i-------+--i--+-----+-i+-----+---i----------i----------i----------i----------i----------i----------i----------;----------i-+--------i----------i----------i----------i----------i----------i------+---i----------i----------i+----+----i----------i----------i----------i----------i----------i-+--------i-----+----i----------i----------i-----+----i----------i----------i--+-------i----------i-+--------i----------i----------i----------i----+-----i----------i----------i----------i----------i----------i---+------i----------i---+------i---------+i-------+--
