Grow Factor;Percentage Apparitions;Expected Iterations
2.000000;20;5





Iteration;Rows;Columns;Clocks;Ticks;Matrix A;Matrix B
2;2;41;0;--i-+;--i-+
4;4;1398;11;----i++++i--+-i-+--;--++i-++-i++--i+---
8;8;260;3;+--+----i--------i--+----+i------+-i-+------i--++--+-i--------i--------;---+----i--------i++----+-i--+-+--+i------+-i--------i++------i--+----+
